date,campaign_id,campaign_name,campaign_type,targeting_type,asin,impressions,clicks,spend,orders,sales
2026-01-01,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,4244,17,17.16,2,179.57
2026-05-14,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1225,8,6.6,1,69.72
2026-05-14,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,1335,6,6.14,1,94.08
2026-05-14,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,703,2,2.41,0,0.0
2026-05-14,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,2121,14,6.6,2,207.68
2026-05-15,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,4036,22,18.0,3,258.17
2026-05-15,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,3524,18,12.82,2,92.93
2026-05-15,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,0,0,0.0,0,0.0
2026-05-15,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,1255,8,7.77,0,0.0
2026-05-15,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,6559,41,31.53,6,158.47
2026-05-15,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,3434,15,11.33,0,0.0
2026-05-15,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,5873,10,12.86,0,0.0
2026-05-15,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,4293,16,16.14,0,0.0
2026-05-15,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1002,7,7.33,3,198.2
2026-05-15,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,1133,4,5.26,0,0.0
2026-05-15,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,766,3,3.39,0,0.0
2026-05-15,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,3008,17,9.93,3,304.99
2026-05-16,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,8447,27,26.38,1,83.5
2026-05-16,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,3910,23,16.07,0,0.0
2026-05-16,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,7347,33,21.72,2,21.19
2026-05-16,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,1902,10,9.72,1,56.56
2026-05-16,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,3620,23,17.7,1,25.98
2026-05-16,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,3410,23,19.37,5,81.87
2026-05-16,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,5803,9,14.6,0,0.0
2026-05-16,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,2846,12,13.9,0,0.0
2026-05-16,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,2316,12,10.06,0,0.0
2026-05-16,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,1041,5,5.77,0,0.0
2026-05-16,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,565,2,2.29,0,0.0
2026-05-16,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,1094,6,3.39,1,112.64
2026-05-17,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,6168,24,21.97,2,165.29
2026-05-17,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,3176,14,9.68,1,
2026-05-17,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,2350,10,6.77,1,10.66
2026-05-17,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,1485,11,11.39,1,64.56
2026-05-17,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,1727,7,4.51,0,0.0
2026-05-17,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,2432,12,9.53,1,17.34
2026-05-17,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,5063,11,17.96,0,0.0
2026-05-17,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,4262,13,14.77,0,0.0
2026-05-17,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,649,5,5.08,2,132.91
2026-05-17,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,740,3,4.02,0,0.0
2026-05-17,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,519,2,1.99,0,0.0
2026-05-17,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,2631,15,7.9,2,211.09
2026-05-18,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,6129,32,31.06,1,90.58
2026-05-18,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,532,2,1.31,0,0.0
2026-05-18,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,3461,18,10.88,2,18.15
2026-05-18,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,0,0,0.0,0,0.0
2026-05-18,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,7265,33,19.93,2,53.06
2026-05-18,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,2766,17,15.96,2,34.03
2026-05-18,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,5128,10,13.61,0,0.0
2026-05-18,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,8043,39,41.35,0,0.0
2026-05-18,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1088,6,5.8,0,0.0
2026-05-18,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,0,0,0.0,0,0.0
2026-05-18,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,1151,3,3.15,1,26.84
2026-05-18,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,1347,8,4.97,2,203.47
2026-05-19,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,7525,31,26.57,3,293.07
2026-05-19,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,9867,62,44.33,8,397.16
2026-05-19,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,6604,32,21.21,1,9.77
2026-05-19,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,1786,8,7.24,2,121.1
2026-05-19,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,3659,21,15.75,1,25.96
2026-05-19,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,3428,21,18.47,0,0.0
2026-05-19,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,8930,17,24.82,0,0.0
2026-05-19,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,3255,10,12.44,0,0.0
2026-05-19,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1195,6,5.57,0,0.0
2026-05-19,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,384,1,1.31,0,0.0
2026-05-19,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,616,1,0.98,0,0.0
2026-05-19,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,2402,14,8.94,1,114.02
2026-05-20,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,6212,25,25.37,1,83.42
2026-05-20,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,1657,7,5.87,1,53.22
2026-05-20,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,6594,27,17.52,2,18.25
2026-05-20,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,3208,18,19.43,3,191.82
2026-05-20,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,6357,23,17.81,1,25.91
2026-05-20,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,3110,19,17.74,2,33.83
2026-05-20,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,5252,11,16.02,0,0.0
2026-05-20,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,10188,43,52.98,0,0.0
2026-05-20,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,0,0,0.0,0,0.0
2026-05-20,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,1375,5,5.94,0,0.0
2026-05-20,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,455,1,1.22,0,0.0
2026-05-20,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,3441,17,9.74,0,0.0
2026-05-21,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,4865,24,23.61,0,0.0
2026-05-21,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,4383,28,19.67,1,50.36
2026-05-21,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,3440,16,10.83,1,10.25
2026-05-21,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,1530,9,9.15,0,0.0
2026-05-21,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,5491,23,17.52,2,54.03
2026-05-21,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,2303,15,14.18,1,15.41
2026-05-21,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,5632,12,15.25,0,0.0
2026-05-21,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,2041,6,7.22,0,0.0
2026-05-21,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,5300,34,27.37,2,131.09
2026-05-21,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,2676,10,11.98,1,97.52
2026-05-21,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,1099,2,2.27,0,0.0
2026-05-21,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,2177,12,7.26,3,302.89
2026-05-22,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,10962,45,33.16,1,86.89
2026-05-22,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,1563,9,7.44,0,0.0
2026-05-22,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,3167,16,12.11,0,0.0
2026-05-22,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,1231,6,6.36,0,0.0
2026-05-22,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,3739,19,15.55,0,0.0
2026-05-22,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,7179,26,21.34,1,17.17
2026-05-22,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,3128,6,9.82,0,0.0
2026-05-22,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,5115,22,25.63,0,0.0
2026-05-22,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1047,5,5.36,0,0.0
2026-05-22,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,554,2,2.42,0,0.0
2026-05-22,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,1312,5,5.57,0,0.0
2026-05-22,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,2170,13,6.1,2,226.76
2026-05-23,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,7795,25,19.32,3,250.85
2026-05-23,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,1356,7,4.47,0,0.0
2026-05-23,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,13545,63,42.36,9,82.24
2026-05-23,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,1443,8,8.75,2,114.44
2026-05-23,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,3626,18,11.89,1,28.9
2026-05-23,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,4138,21,14.58,1,16.54
2026-05-23,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,5492,12,19.87,0,0.0
2026-05-23,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,4585,17,21.65,1,
2026-05-23,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,622,3,2.42,1,75.91
2026-05-23,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,696,2,2.52,0,0.0
2026-05-23,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,765,2,1.99,0,0.0
2026-05-23,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,4718,30,14.52,5,550.7
2026-05-24,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,7462,43,41.18,5,482.63
2026-05-24,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,2430,10,7.14,1,51.83
2026-05-24,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,4204,21,12.25,2,20.26
2026-05-24,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,1669,9,10.09,2,125.77
2026-05-24,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,0,0,0.0,0,0.0
2026-05-24,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,4595,26,24.17,2,34.84
2026-05-24,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,2723,4,6.28,0,0.0
2026-05-24,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,3319,11,13.37,0,0.0
2026-05-24,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,2139,10,7.86,1,67.65
2026-05-24,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,889,4,4.77,1,96.52
2026-05-24,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,379,1,1.04,0,0.0
2026-05-24,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,2049,7,4.32,1,102.97
2026-05-25,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,4618,20,16.33,2,183.43
2026-05-25,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,1871,9,5.52,2,94.77
2026-05-25,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,3480,11,7.36,3,26.9
2026-05-25,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,655,3,3.39,1,56.57
2026-05-25,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,6255,32,20.42,1,25.1
2026-05-25,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,2781,15,14.35,1,17.02
2026-05-25,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,10633,24,29.63,0,0.0
2026-05-25,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,5021,23,25.04,1,42.08
2026-05-25,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,959,6,5.39,1,74.12
2026-05-25,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,1647,5,5.62,1,86.65
2026-05-25,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,601,2,2.26,0,0.0
2026-05-25,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,2105,12,6.4,1,106.47
2026-05-26,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,10391,49,49.61,4,369.02
2026-05-26,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,1844,13,8.98,3,147.79
2026-05-26,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,7127,24,16.65,0,0.0
2026-05-26,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,1739,9,8.32,1,64.46
2026-05-26,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,4431,25,16.5,5,123.26
2026-05-26,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,1545,8,6.88,2,31.67
2026-05-26,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,2744,8,11.07,0,0.0
2026-05-26,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,4204,20,19.23,0,0.0
2026-05-26,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,2106,12,11.46,1,75.24
2026-05-26,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,820,3,3.08,0,0.0
2026-05-26,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,196,1,1.34,0,0.0
2026-05-26,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,2755,10,5.4,1,96.05
2026-05-27,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,10326,58,46.85,1,94.58
2026-05-27,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,1666,11,6.98,1,53.11
2026-05-27,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,5242,25,16.16,3,28.47
2026-05-27,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,968,7,7.91,1,61.68
2026-05-27,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,9025,47,36.8,7,190.09
2026-05-27,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,2336,15,12.2,0,0.0
2026-05-27,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,0,0,0.0,0,0.0
2026-05-27,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,3317,13,12.96,0,0.0
2026-05-27,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1047,8,7.93,0,0.0
2026-05-27,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,518,1,1.06,0,0.0
2026-05-27,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,1546,5,5.36,0,0.0
2026-05-27,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,3793,19,11.83,2,192.01
2026-05-28,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,4341,18,15.76,1,95.28
2026-05-28,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,3010,17,14.12,1,50.58
2026-05-28,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,7506,25,19.67,4,41.59
2026-05-28,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,798,4,4.32,0,0.0
2026-05-28,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,3862,15,12.29,1,24.91
2026-05-28,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,2430,9,8.62,0,0.0
2026-05-28,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,7659,19,27.28,0,0.0
2026-05-28,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,3338,10,12.09,0,0.0
2026-05-28,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1007,7,7.28,0,0.0
2026-05-28,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,776,3,4.19,0,0.0
2026-05-28,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,284,1,1.3,0,0.0
2026-05-28,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,3600,20,9.65,3,291.11
2026-05-29,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,6321,25,18.95,0,0.0
2026-05-29,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,2545,11,7.35,1,52.9
2026-05-29,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,5765,20,13.7,2,20.35
2026-05-29,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,2471,14,15.96,1,60.95
2026-05-29,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,0,0,0.0,0,0.0
2026-05-29,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,5331,19,13.54,1,16.8
2026-05-29,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,3644,6,9.15,1,38.49
2026-05-29,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,1975,9,10.91,0,0.0
2026-05-29,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1957,10,8.82,0,0.0
2026-05-29,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,687,2,2.5,0,0.0
2026-05-29,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,1120,4,5.21,0,0.0
2026-05-29,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,4097,26,15.19,2,226.2
2026-05-30,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,2542,10,7.5,1,84.66
2026-05-30,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,2925,15,12.46,3,157.48
2026-05-30,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,5529,22,12.41,6,54.12
2026-05-30,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,581,3,3.31,1,63.36
2026-05-30,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,2676,16,11.42,1,28.68
2026-05-30,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,2575,11,7.64,0,0.0
2026-05-30,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,7076,19,27.27,1,37.28
2026-05-30,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,3041,10,9.65,0,0.0
2026-05-30,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1098,7,6.47,0,0.0
2026-05-30,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,361,1,1.44,0,0.0
2026-05-30,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,1006,3,4.07,0,0.0
2026-05-30,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,1637,7,3.96,0,0.0
2026-05-31,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,3276,13,11.9,1,96.28
2026-05-31,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,2869,17,11.12,4,211.33
2026-05-31,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,3120,9,5.67,0,0.0
2026-05-31,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,2053,13,11.97,1,61.15
2026-05-31,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,2207,12,7.4,1,
2026-05-31,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,1880,11,8.8,2,31.71
2026-05-31,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,6829,17,23.1,0,0.0
2026-05-31,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,2230,6,6.99,0,0.0
2026-05-31,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,732,5,5.25,0,0.0
2026-05-31,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,524,2,2.58,0,0.0
2026-05-31,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,881,3,4.06,0,0.0
2026-05-31,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,3954,18,9.33,1,106.89
2026-06-01,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,8136,29,23.39,3,260.99
2026-06-01,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,1845,12,8.78,1,45.7
