asin,month,sessions,page_views,units_ordered,buy_box_percentage
B0PGGKXQ9K,2025-02,35,54,5,0.99
B0PGGKXQ9K,2025-03,55,69,6,0.88
B0PGGKXQ9K,2025-04,45,61,5,0.95
B0PGGKXQ9K,2025-05,41,57,6,0.88
B0PGGKXQ9K,2025-06,24,35,3,0.89
B0PGGKXQ9K,2025-07,19,24,2,0.97
B0PGGKXQ9K,2025-08,7,9,1,0.89
B0PGGKXQ9K,2025-09,18,26,2,1.0
B0PGGKXQ9K,2025-10,38,52,4,0.95
B0PGGKXQ9K,2025-11,50,68,6,0.96
B0PGGKXQ9K,2025-12,39,60,5,0.96
B0PGGKXQ9K,2026-01,38,59,5,0.93
B0PGGKXQ9K,2026-02,46,66,6,0.91
B0PGGKXQ9K,2026-03,15,22,2,0.86
B0PGGKXQ9K,2026-04,22,26,3,0.99
B0PGGKXQ9K,2026-05,28,39,4,0.99
B0PGGKXQ9K,2026-06,21,24,3,0.96
B0R7U9K93R,2025-01,153,181,8,0.97
B0R7U9K93R,2025-02,79,96,4,0.93
B0R7U9K93R,2025-03,57,70,3,0.92
B0R7U9K93R,2025-04,106,141,7,0.9
B0R7U9K93R,2025-05,14,19,1,0.95
B0R7U9K93R,2025-06,57,79,3,0.9
B0R7U9K93R,2025-07,17,20,1,0.88
B0R7U9K93R,2025-08,36,48,2,0.89
B0R7U9K93R,2025-09,101,122,6,1.0
B0R7U9K93R,2025-10,35,51,2,0.94
B0R7U9K93R,2025-11,18,26,1,1.0
B0R7U9K93R,2025-12,35,42,2,0.88
B0R7U9K93R,2026-01,15,21,1,0.97
B0R7U9K93R,2026-02,57,70,3,0.98
B0R7U9K93R,2026-03,36,54,2,1.0
B0R7U9K93R,2026-04,33,45,2,0.91
B0R7U9K93R,2026-05,33,45,2,0.87
B0R7U9K93R,2026-06,37,48,2,0.93
B00JXDXVG6,2025-01,72,86,8,0.86
B00JXDXVG6,2025-02,50,62,6,0.88
B00JXDXVG6,2025-03,23,29,2,0.99
B00JXDXVG6,2025-04,44,65,4,0.95
B00JXDXVG6,2025-05,17,20,2,0.97
B00JXDXVG6,2025-06,57,78,6,0.92
B00JXDXVG6,2025-07,21,30,2,0.9
B00JXDXVG6,2025-08,31,46,3,0.87
B00JXDXVG6,2025-09,54,64,6,0.93
B00JXDXVG6,2025-10,46,59,5,0.92
B00JXDXVG6,2025-11,66,96,7,0.95
B00JXDXVG6,2025-12,39,59,4,0.9
B00JXDXVG6,2026-01,58,74,6,0.92
B00JXDXVG6,2026-02,85,103,8,1.0
B00JXDXVG6,2026-03,68,91,7,0.99
B00JXDXVG6,2026-04,63,76,6,0.86
B00JXDXVG6,2026-05,28,37,3,0.98
B00JXDXVG6,2026-06,64,90,8,0.98
B0UX1US6RV,2025-01,58,79,0,0.92
B0UX1US6RV,2025-02,27,31,0,0.94
B0UX1US6RV,2025-03,95,129,0,0.95
B0UX1US6RV,2025-04,25,38,1,0.91
B0UX1US6RV,2025-05,22,32,1,0.95
B0UX1US6RV,2025-06,7,10,0,0.96
B0UX1US6RV,2025-07,19,27,1,0.9
B0UX1US6RV,2025-08,140,180,0,0.94
B0UX1US6RV,2025-09,111,148,0,0.98
B0UX1US6RV,2025-10,38,46,2,0.94
B0UX1US6RV,2025-11,25,32,1,1.0
B0UX1US6RV,2025-12,73,100,3,0.87
B0UX1US6RV,2026-01,30,45,0,0.95
B0UX1US6RV,2026-02,99,127,0,0.99
B0UX1US6RV,2026-03,20,26,1,0.99
B0UX1US6RV,2026-04,38,56,2,0.98
B0UX1US6RV,2026-05,48,73,0,0.88
B0UX1US6RV,2026-06,28,38,0,0.94
B0F635F86R,2025-01,127,179,6,0.91
B0F635F86R,2025-02,126,178,5,0.94
B0F635F86R,2025-03,186,280,8,0.94
B0F635F86R,2025-04,54,66,2,1.0
B0F635F86R,2025-05,197,286,8,0.87
B0F635F86R,2025-06,45,52,2,0.93
B0F635F86R,2025-07,465,577,22,0.99
B0F635F86R,2025-08,211,298,8,0.93
B0F635F86R,2025-09,151,231,7,0.9
B0F635F86R,2025-10,238,299,10,0.92
B0F635F86R,2025-11,82,121,3,0.94
B0F635F86R,2025-12,285,437,10,0.99
B0F635F86R,2026-01,190,236,8,0.88
B0F635F86R,2026-02,170,224,8,0.93
B0F635F86R,2026-03,166,226,6,0.91
B0F635F86R,2026-04,66,97,3,0.95
B0F635F86R,2026-05,160,193,7,0.96
B0F635F86R,2026-06,123,146,5,0.96
B03ZGX0DF9,2025-01,34,45,0,0.86
B03ZGX0DF9,2025-02,76,103,0,0.96
B03ZGX0DF9,2025-03,39,51,0,0.99
B03ZGX0DF9,2025-04,146,207,0,0.94
B03ZGX0DF9,2025-05,15,19,2,0.92
B03ZGX0DF9,2025-06,141,205,0,0.98
B03ZGX0DF9,2025-07,118,161,0,0.88
B03ZGX0DF9,2025-08,17,24,0,0.98
B03ZGX0DF9,2025-09,108,151,0,1.0
B03ZGX0DF9,2025-10,13,16,0,0.89
B03ZGX0DF9,2025-11,93,131,0,0.96
B03ZGX0DF9,2025-12,10,14,1,0.89
B03ZGX0DF9,2026-01,143,172,0,0.86
B03ZGX0DF9,2026-02,9,12,1,0.95
B03ZGX0DF9,2026-03,14,17,2,0.87
B03ZGX0DF9,2026-04,61,89,0,0.92
B03ZGX0DF9,2026-05,41,58,0,0.87
B03ZGX0DF9,2026-06,9,12,0,0.92
B0PXWSPMXC,2025-01,136,204,0,0.87
B0PXWSPMXC,2025-02,110,157,0,0.92
B0PXWSPMXC,2025-03,122,143,0,0.87
B0PXWSPMXC,2025-04,74,99,0,0.87
B0PXWSPMXC,2025-05,57,79,0,0.86
B0PXWSPMXC,2025-06,109,152,0,0.86
B0PXWSPMXC,2025-07,82,121,0,0.95
B0PXWSPMXC,2025-08,7,9,1,0.99
B0PXWSPMXC,2025-09,126,171,0,0.88
B0PXWSPMXC,2025-10,126,176,0,0.99
B0PXWSPMXC,2025-11,56,70,0,0.89
B0PXWSPMXC,2025-12,67,88,0,0.98
B0PXWSPMXC,2026-01,59,69,0,0.99
B0PXWSPMXC,2026-02,17,21,0,0.95
B0PXWSPMXC,2026-03,62,76,0,0.98
B0PXWSPMXC,2026-04,42,56,0,0.94
B0PXWSPMXC,2026-05,6,9,0,0.93
B0PXWSPMXC,2026-06,68,92,0,0.99
B0TURPLSHH,2025-01,25,30,4,0.88
B0TURPLSHH,2025-02,19,28,3,0.88
B0TURPLSHH,2025-03,26,32,4,0.93
B0TURPLSHH,2025-04,8,11,1,0.98
B0TURPLSHH,2025-05,38,55,5,0.93
B0TURPLSHH,2025-06,27,42,4,0.99
B0TURPLSHH,2025-07,51,77,8,0.86
B0TURPLSHH,2025-08,21,31,3,0.94
B0TURPLSHH,2025-09,41,59,6,0.91
B0TURPLSHH,2025-10,7,10,1,0.99
B0TURPLSHH,2025-11,35,45,4,0.98
B0TURPLSHH,2025-12,103,145,13,0.97
B0TURPLSHH,2026-01,17,25,2,0.9
B0TURPLSHH,2026-02,55,64,7,0.94
B0TURPLSHH,2026-03,38,51,5,0.91
B0TURPLSHH,2026-04,45,69,7,0.95
B0TURPLSHH,2026-05,69,105,9,0.95
B0TURPLSHH,2026-06,22,33,3,0.91
B0HTFHF1FT,2025-01,60,71,0,0.58
B0HTFHF1FT,2025-02,3,4,0,0.56
B0HTFHF1FT,2025-03,60,78,0,0.74
B0HTFHF1FT,2025-04,60,75,0,0.81
B0HTFHF1FT,2025-05,60,88,0,0.68
B0HTFHF1FT,2025-06,60,75,0,0.77
B0HTFHF1FT,2025-07,60,78,0,0.55
B0HTFHF1FT,2025-08,60,88,0,0.63
B0HTFHF1FT,2025-09,7,9,0,0.69
B0HTFHF1FT,2025-10,37,47,0,0.72
B0HTFHF1FT,2025-11,54,66,0,0.66
B0HTFHF1FT,2025-12,60,80,0,0.72
B0HTFHF1FT,2026-01,10,12,1,0.67
B0HTFHF1FT,2026-02,36,52,0,0.77
B0HTFHF1FT,2026-03,60,87,0,0.7
B0HTFHF1FT,2026-04,60,76,0,0.8
B0HTFHF1FT,2026-05,60,74,0,0.84
B0HTFHF1FT,2026-06,37,48,0,0.78
B02X1DSSZM,2025-01,43,53,7,0.91
B02X1DSSZM,2025-02,44,52,6,0.99
B02X1DSSZM,2025-03,94,130,14,0.89
B02X1DSSZM,2025-04,88,126,11,0.87
B02X1DSSZM,2025-05,66,78,8,0.93
B02X1DSSZM,2025-06,40,50,5,0.91
B02X1DSSZM,2025-07,61,72,8,0.9
B02X1DSSZM,2025-08,32,45,5,0.94
B02X1DSSZM,2025-09,102,144,14,0.9
B02X1DSSZM,2025-10,51,66,7,0.88
B02X1DSSZM,2025-11,71,99,10,0.9
B02X1DSSZM,2025-12,65,80,8,0.92
B02X1DSSZM,2026-01,70,90,10,0.9
B02X1DSSZM,2026-02,111,135,14,0.91
B02X1DSSZM,2026-03,105,123,14,0.94
B02X1DSSZM,2026-04,41,57,5,0.91
B02X1DSSZM,2026-05,48,59,6,0.96
B02X1DSSZM,2026-06,67,82,8,0.97
B04ZD4ZURZ,2025-01,21,32,2,0.91
B04ZD4ZURZ,2025-02,20,31,2,0.91
B04ZD4ZURZ,2025-03,20,23,2,0.97
B04ZD4ZURZ,2025-04,65,100,8,0.89
B04ZD4ZURZ,2025-05,28,41,3,0.95
B04ZD4ZURZ,2025-06,52,69,5,0.9
B04ZD4ZURZ,2025-07,45,52,5,0.86
B04ZD4ZURZ,2025-08,30,44,3,0.92
B04ZD4ZURZ,2025-09,40,52,4,0.93
B04ZD4ZURZ,2025-10,78,109,9,0.94
B04ZD4ZURZ,2025-11,50,63,6,0.93
B04ZD4ZURZ,2025-12,121,180,12,0.87
B04ZD4ZURZ,2026-01,21,32,2,0.91
B04ZD4ZURZ,2026-02,32,40,3,0.88
B04ZD4ZURZ,2026-03,34,52,4,0.97
B04ZD4ZURZ,2026-04,49,68,5,0.87
B04ZD4ZURZ,2026-05,49,62,6,0.87
B04ZD4ZURZ,2026-06,45,64,5,0.97
B01NLXW82L,2025-01,30,41,2,0.88
B01NLXW82L,2025-02,37,56,3,0.95
B01NLXW82L,2025-03,76,106,6,0.99
B01NLXW82L,2025-04,62,87,5,0.93
B01NLXW82L,2025-05,104,127,7,0.87
B01NLXW82L,2025-06,65,80,5,0.95
B01NLXW82L,2025-07,120,153,8,0.96
B01NLXW82L,2025-08,83,101,5,0.94
B01NLXW82L,2025-09,42,59,3,0.96
B01NLXW82L,2025-10,60,74,4,0.87
B01NLXW82L,2025-11,68,81,5,0.98
B01NLXW82L,2025-12,147,199,11,1.0
B01NLXW82L,2026-01,29,40,2,0.93
B01NLXW82L,2026-02,33,41,2,0.99
B01NLXW82L,2026-03,88,130,7,0.92
B01NLXW82L,2026-04,26,33,2,0.98
B01NLXW82L,2026-05,44,62,3,1.0
B01NLXW82L,2026-06,76,114,5,0.94
B04Z7XKKST,2025-01,67,95,7,0.97
B04Z7XKKST,2025-02,66,97,8,0.91
B04Z7XKKST,2025-03,8,12,1,0.92
B04Z7XKKST,2025-04,48,56,6,0.94
B04Z7XKKST,2025-05,51,69,5,0.93
B04Z7XKKST,2025-06,43,60,5,0.88
B04Z7XKKST,2025-07,39,52,5,0.86
B04Z7XKKST,2025-08,46,57,5,0.96
B04Z7XKKST,2025-09,7,9,1,0.88
B04Z7XKKST,2025-10,77,114,8,0.94
B04Z7XKKST,2025-11,60,89,7,0.98
B04Z7XKKST,2025-12,55,72,6,1.0
B04Z7XKKST,2026-01,84,127,9,1.0
B04Z7XKKST,2026-02,138,176,0,0.95
B04Z7XKKST,2026-03,15,20,2,0.99
B04Z7XKKST,2026-04,28,40,3,0.97
B04Z7XKKST,2026-05,41,53,5,0.92
B04Z7XKKST,2026-06,50,58,5,0.88
B0EGZYNSAE,2025-01,19,23,0,0.97
B0EGZYNSAE,2025-02,11,16,1,0.91
B0EGZYNSAE,2025-03,67,93,6,0.87
B0EGZYNSAE,2025-04,127,180,0,0.93
B0EGZYNSAE,2025-05,21,26,2,0.89
B0EGZYNSAE,2025-06,54,80,0,0.93
B0EGZYNSAE,2025-07,73,91,7,0.96
B0EGZYNSAE,2025-08,18,26,2,0.88
B0EGZYNSAE,2025-09,26,32,3,0.93
B0EGZYNSAE,2025-10,122,153,0,0.99
B0EGZYNSAE,2025-11,45,63,4,0.93
B0EGZYNSAE,2025-12,22,34,2,0.88
B0EGZYNSAE,2026-01,91,106,8,0.98
B0EGZYNSAE,2026-02,63,95,0,0.97
B0EGZYNSAE,2026-03,22,29,2,0.96
B0EGZYNSAE,2026-04,24,29,2,0.89
B0EGZYNSAE,2026-05,23,31,2,0.92
B0EGZYNSAE,2026-06,69,106,7,0.87
B0YJ486MXU,2025-01,66,90,3,0.98
B0YJ486MXU,2025-02,46,69,2,0.88
B0YJ486MXU,2025-03,196,299,7,0.97
B0YJ486MXU,2025-04,74,107,0,0.92
B0YJ486MXU,2025-05,35,46,0,0.87
B0YJ486MXU,2025-06,48,61,2,1.0
B0YJ486MXU,2025-07,50,68,2,0.91
B0YJ486MXU,2025-08,71,84,3,0.93
B0YJ486MXU,2025-09,78,105,3,0.95
B0YJ486MXU,2025-10,145,188,0,0.88
B0YJ486MXU,2025-11,75,100,3,0.98
B0YJ486MXU,2025-12,159,228,6,0.92
B0YJ486MXU,2026-01,42,59,2,0.95
B0YJ486MXU,2026-02,23,29,1,0.97
B0YJ486MXU,2026-03,25,38,1,0.91
B0YJ486MXU,2026-04,40,52,0,0.91
B0YJ486MXU,2026-05,24,36,0,0.99
B0YJ486MXU,2026-06,118,179,5,0.92
B0QKGVBY0X,2025-01,73,95,6,0.93
B0QKGVBY0X,2025-02,25,38,2,0.97
B0QKGVBY0X,2025-03,171,242,12,0.97
B0QKGVBY0X,2025-04,43,51,4,0.87
B0QKGVBY0X,2025-05,38,47,3,0.87
B0QKGVBY0X,2025-06,116,145,9,0.92
B0QKGVBY0X,2025-07,14,16,1,0.92
B0QKGVBY0X,2025-08,47,68,4,0.91
B0QKGVBY0X,2025-09,39,51,3,0.88
B0QKGVBY0X,2025-10,60,73,4,0.88
B0QKGVBY0X,2025-11,137,205,9,0.93
B0QKGVBY0X,2025-12,172,236,13,0.88
B0QKGVBY0X,2026-01,149,207,10,0.89
B0QKGVBY0X,2026-02,93,128,7,0.87
B0QKGVBY0X,2026-03,60,80,4,0.94
B0QKGVBY0X,2026-04,50,63,0,0.97
B0QKGVBY0X,2026-05,74,107,6,0.99
B0QKGVBY0X,2026-06,13,15,1,0.92
B0FTQRA6A1,2025-01,120,149,11,0.96
B0FTQRA6A1,2025-02,51,74,5,0.88
B0FTQRA6A1,2025-03,10,14,1,1.0
B0FTQRA6A1,2025-04,85,130,8,0.99
B0FTQRA6A1,2025-05,71,95,7,0.98
B0FTQRA6A1,2025-06,43,60,4,0.86
B0FTQRA6A1,2025-07,87,134,9,0.87
B0FTQRA6A1,2025-08,63,92,7,0.94
B0FTQRA6A1,2025-09,25,37,3,0.86
B0FTQRA6A1,2025-10,128,186,12,1.0
B0FTQRA6A1,2025-11,80,95,9,0.99
B0FTQRA6A1,2025-12,79,101,10,1.0
B0FTQRA6A1,2026-01,24,37,3,0.92
B0FTQRA6A1,2026-02,40,52,5,0.9
B0FTQRA6A1,2026-03,68,91,8,0.88
B0FTQRA6A1,2026-04,73,112,8,0.91
B0FTQRA6A1,2026-05,89,119,8,0.96
B0FTQRA6A1,2026-06,63,86,8,0.98
B0YBRGQRFQ,2025-01,8,10,1,1.0
B0YBRGQRFQ,2025-02,15,18,2,0.91
B0YBRGQRFQ,2025-03,62,95,7,0.87
B0YBRGQRFQ,2025-04,40,56,0,0.89
B0YBRGQRFQ,2025-05,8,12,1,0.89
B0YBRGQRFQ,2025-06,8,10,1,0.92
B0YBRGQRFQ,2025-07,8,12,1,0.95
B0YBRGQRFQ,2025-08,16,24,2,0.96
B0YBRGQRFQ,2025-09,10,13,1,0.88
B0YBRGQRFQ,2025-10,129,183,0,0.86
B0YBRGQRFQ,2025-11,19,27,2,0.99
B0YBRGQRFQ,2025-12,31,37,4,0.92
B0YBRGQRFQ,2026-01,10,13,1,0.93
B0YBRGQRFQ,2026-02,24,35,3,0.93
B0YBRGQRFQ,2026-03,9,10,1,0.89
B0YBRGQRFQ,2026-04,15,21,2,0.97
B0YBRGQRFQ,2026-05,78,98,0,0.88
B0YBRGQRFQ,2026-06,8,10,1,1.0
B02T104M25,2025-01,39,52,5,0.92
B02T104M25,2025-02,50,64,5,0.92
B02T104M25,2025-03,74,87,9,0.97
B02T104M25,2025-04,47,55,5,0.97
B02T104M25,2025-05,52,76,6,1.0
B02T104M25,2025-06,16,19,2,0.88
B02T104M25,2025-07,25,33,3,0.98
B02T104M25,2025-08,161,229,17,0.87
B02T104M25,2025-09,45,69,5,1.0
B02T104M25,2025-10,17,26,2,0.89
B02T104M25,2025-11,53,67,6,0.9
B02T104M25,2025-12,145,207,14,0.88
B02T104M25,2026-01,19,26,2,0.87
B02T104M25,2026-02,9,12,1,0.98
B02T104M25,2026-03,79,113,9,0.96
B02T104M25,2026-04,57,67,6,0.9
B02T104M25,2026-05,27,38,3,0.98
B02T104M25,2026-06,54,77,5,1.0
B0J9HPEX6X,2025-01,6,7,1,0.94
B0J9HPEX6X,2025-02,7,9,1,0.99
B0J9HPEX6X,2025-03,70,105,10,0.93
B0J9HPEX6X,2025-04,37,46,5,0.91
B0J9HPEX6X,2025-05,26,36,4,0.92
B0J9HPEX6X,2025-06,8,10,1,0.93
B0J9HPEX6X,2025-07,39,49,6,0.97
B0J9HPEX6X,2025-08,35,46,6,0.92
B0J9HPEX6X,2025-09,27,40,4,0.99
B0J9HPEX6X,2025-10,8,12,1,0.89
B0J9HPEX6X,2025-11,52,73,9,0.88
B0J9HPEX6X,2025-12,105,157,14,0.88
B0J9HPEX6X,2026-01,53,76,8,1.0
B0J9HPEX6X,2026-02,27,34,4,0.97
B0J9HPEX6X,2026-03,15,17,2,0.98
B0J9HPEX6X,2026-04,7,11,1,0.99
B0J9HPEX6X,2026-05,27,33,4,0.96
B0J9HPEX6X,2026-06,61,73,8,0.92
B0PAU2ZN1D,2025-01,18,27,1,0.97
B0PAU2ZN1D,2025-02,139,179,0,0.99
B0PAU2ZN1D,2025-03,139,208,0,0.92
B0PAU2ZN1D,2025-04,17,21,0,0.91
B0PAU2ZN1D,2025-05,19,25,1,0.88
B0PAU2ZN1D,2025-06,58,88,0,0.87
B0PAU2ZN1D,2025-07,27,40,2,0.99
B0PAU2ZN1D,2025-08,84,100,0,0.88
B0PAU2ZN1D,2025-09,11,14,0,0.88
B0PAU2ZN1D,2025-10,78,107,0,0.92
B0PAU2ZN1D,2025-11,14,17,1,0.97
B0PAU2ZN1D,2025-12,23,27,0,0.9
B0PAU2ZN1D,2026-01,108,159,0,0.87
B0PAU2ZN1D,2026-02,52,79,0,0.92
B0PAU2ZN1D,2026-03,15,20,0,0.93
B0PAU2ZN1D,2026-04,47,54,3,0.9
B0PAU2ZN1D,2026-05,148,198,0,0.88
B0PAU2ZN1D,2026-06,14,19,1,0.92
B0ZWX7WPK9,2025-01,95,124,14,0.9
B0ZWX7WPK9,2025-02,48,71,7,0.93
B0ZWX7WPK9,2025-03,44,68,5,0.98
B0ZWX7WPK9,2025-04,66,102,8,0.9
B0ZWX7WPK9,2025-05,40,56,5,0.97
B0ZWX7WPK9,2025-06,80,115,9,0.91
B0ZWX7WPK9,2025-07,33,43,5,0.89
B0ZWX7WPK9,2025-08,99,140,14,0.94
B0ZWX7WPK9,2025-09,103,156,12,0.95
B0ZWX7WPK9,2025-10,58,77,8,0.96
B0ZWX7WPK9,2025-11,121,149,19,0.87
B0ZWX7WPK9,2025-12,101,136,13,0.89
B0ZWX7WPK9,2026-01,61,81,7,0.94
B0ZWX7WPK9,2026-02,71,98,10,1.0
B0ZWX7WPK9,2026-03,46,57,7,0.93
B0ZWX7WPK9,2026-04,8,10,1,0.87
B0ZWX7WPK9,2026-05,96,125,13,0.93
B0ZWX7WPK9,2026-06,45,66,7,0.97
B0KKUPJDRS,2025-01,31,36,0,0.94
B0KKUPJDRS,2025-02,19,28,0,0.88
B0KKUPJDRS,2025-03,47,69,0,0.92
B0KKUPJDRS,2025-04,18,26,0,0.88
B0KKUPJDRS,2025-05,9,13,1,0.89
B0KKUPJDRS,2025-06,33,51,0,0.86
B0KKUPJDRS,2025-07,11,16,1,0.89
B0KKUPJDRS,2025-08,109,140,0,0.9
B0KKUPJDRS,2025-09,37,45,0,0.9
B0KKUPJDRS,2025-10,29,34,3,0.86
B0KKUPJDRS,2025-11,149,196,0,0.96
B0KKUPJDRS,2025-12,10,15,1,0.98
B0KKUPJDRS,2026-01,101,142,0,0.87
B0KKUPJDRS,2026-02,25,30,0,0.97
B0KKUPJDRS,2026-03,53,62,0,0.98
B0KKUPJDRS,2026-04,10,14,1,0.87
B0KKUPJDRS,2026-05,27,41,3,0.99
B0KKUPJDRS,2026-06,20,24,2,0.98
B0S19ZGCXE,2025-01,110,165,0,0.99
B0S19ZGCXE,2025-02,37,54,0,0.88
B0S19ZGCXE,2025-03,58,84,0,0.95
B0S19ZGCXE,2025-04,13,20,1,0.92
B0S19ZGCXE,2025-05,40,57,0,0.95
B0S19ZGCXE,2025-06,123,143,0,0.96
B0S19ZGCXE,2025-07,13,15,1,0.98
B0S19ZGCXE,2025-08,30,43,2,0.88
B0S19ZGCXE,2025-09,103,152,0,0.99
B0S19ZGCXE,2025-10,24,30,2,0.94
B0S19ZGCXE,2025-11,53,70,4,0.98
B0S19ZGCXE,2025-12,16,21,1,0.99
B0S19ZGCXE,2026-01,42,56,0,0.87
B0S19ZGCXE,2026-02,72,111,0,0.99
B0S19ZGCXE,2026-03,26,30,2,0.95
B0S19ZGCXE,2026-04,50,68,0,0.97
B0S19ZGCXE,2026-05,113,148,0,0.93
B0S19ZGCXE,2026-06,15,17,1,0.92
B0A30AC946,2025-01,69,81,4,0.97
B0A30AC946,2025-02,17,25,1,0.94
B0A30AC946,2025-03,152,187,8,0.97
B0A30AC946,2025-04,123,185,7,0.94
B0A30AC946,2025-05,37,55,2,0.87
B0A30AC946,2025-06,71,87,4,0.92
B0A30AC946,2025-07,204,281,9,0.98
B0A30AC946,2025-08,63,91,3,0.98
B0A30AC946,2025-09,39,59,2,0.9
B0A30AC946,2025-10,62,80,3,0.9
B0A30AC946,2025-11,180,227,10,0.87
B0A30AC946,2025-12,189,245,10,0.96
B0A30AC946,2026-01,133,166,6,0.93
B0A30AC946,2026-02,127,182,7,0.9
B0A30AC946,2026-03,130,156,7,0.9
B0A30AC946,2026-04,98,120,5,0.95
B0A30AC946,2026-05,152,222,7,0.89
B0A30AC946,2026-06,138,189,6,0.88
B09D2WWZK5,2025-01,23,31,0,0.87
B09D2WWZK5,2025-02,19,29,1,0.94
B09D2WWZK5,2025-03,20,28,1,0.93
B09D2WWZK5,2025-04,130,160,0,0.94
B09D2WWZK5,2025-05,17,23,1,0.91
B09D2WWZK5,2025-06,16,20,1,0.98
B09D2WWZK5,2025-07,87,101,0,0.91
B09D2WWZK5,2025-08,144,179,0,0.92
B09D2WWZK5,2025-09,59,47,3,0.92
B09D2WWZK5,2025-10,62,95,3,1.0
B09D2WWZK5,2025-11,41,60,2,0.94
B09D2WWZK5,2025-12,56,68,3,0.98
B09D2WWZK5,2026-01,62,93,0,0.92
B09D2WWZK5,2026-02,33,47,0,0.87
B09D2WWZK5,2026-03,38,49,0,0.93
B09D2WWZK5,2026-04,40,55,0,0.88
B09D2WWZK5,2026-05,109,132,0,0.94
B09D2WWZK5,2026-06,19,22,1,0.93
B088ML63AY,2025-01,14,17,0,0.69
B088ML63AY,2025-02,17,23,0,0.71
B088ML63AY,2025-03,60,73,0,0.74
B088ML63AY,2025-04,9,12,1,0.71
B088ML63AY,2025-05,60,83,0,0.7
B088ML63AY,2025-06,8,11,1,0.7
B088ML63AY,2025-07,8,12,0,0.63
B088ML63AY,2025-08,46,63,0,0.6
B088ML63AY,2025-09,14,20,2,0.64
B088ML63AY,2025-10,19,29,0,0.52
B088ML63AY,2025-11,28,38,3,0.57
B088ML63AY,2025-12,60,76,0,0.73
B088ML63AY,2026-01,60,77,0,0.5
B088ML63AY,2026-02,60,84,0,0.59
B088ML63AY,2026-03,60,79,0,0.62
B088ML63AY,2026-04,60,75,0,0.64
B088ML63AY,2026-05,60,87,0,0.54
B088ML63AY,2026-06,60,71,0,0.52
B0LPG6DAQM,2025-01,52,65,0,0.96
B0LPG6DAQM,2025-02,11,16,1,0.99
B0LPG6DAQM,2025-03,5,6,0,0.9
B0LPG6DAQM,2025-04,96,114,0,0.87
B0LPG6DAQM,2025-05,119,167,0,0.87
B0LPG6DAQM,2025-06,143,197,0,0.88
B0LPG6DAQM,2025-07,70,102,0,0.89
B0LPG6DAQM,2025-08,24,32,0,0.95
B0LPG6DAQM,2025-09,10,12,1,0.98
B0LPG6DAQM,2025-10,38,54,4,0.92
B0LPG6DAQM,2025-11,14,21,0,0.99
B0LPG6DAQM,2025-12,11,17,1,0.9
B0LPG6DAQM,2026-01,88,136,0,0.94
B0LPG6DAQM,2026-02,105,151,0,0.93
B0LPG6DAQM,2026-03,89,123,0,0.96
B0LPG6DAQM,2026-04,23,29,2,0.92
B0LPG6DAQM,2026-05,128,182,0,0.92
B0LPG6DAQM,2026-06,10,15,1,0.88
